----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
     time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo 
03-03 21:53:36| 11   2  87   0   0| 503M   21G 2096k 1462M|  52     0 |   0  8489k|   0  14.0 |1398   390 |0.81 0.52 0.23|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    3    0 
03-03 21:53:37| 10   2  88   0   0| 528M   21G 2096k 1488M| 104     0 |   0  1232k|   0  39.0 |1298   370 |0.81 0.52 0.23|1.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:38| 10   3  88   0   0| 531M   21G 2096k 1489M| 136   136 |   0  9137k|   0  35.0 |1347   350 |0.81 0.52 0.23|1.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:39| 10   2  87   0   0| 553M   21G 2096k 1497M| 104     0 |   0  1271k|   0  43.0 |1387   457 |0.81 0.52 0.23|1.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:40| 11   2  87   0   0| 490M   21G 2096k 1468M|  52     0 |   0   935k|   0  53.0 |1370   392 |0.81 0.52 0.23|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:41| 10   2  87   0   0| 472M   21G 2096k 1462M| 104     0 |   0  1235k|   0  42.0 |1454   461 |0.82 0.53 0.24|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:42| 10   3  87   0   0| 534M   21G 2096k 1489M|  52     0 |   0  1280k|   0  45.0 |1339   391 |0.82 0.53 0.24|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:43| 10   2  88   0   0| 552M   21G 2096k 1497M| 104     0 |   0  1836k|   0  78.0 |1343   437 |0.82 0.53 0.24|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:44| 10   2  87   0   0| 491M   21G 2096k 1467M|  52     0 |   0    20k|   0  3.00 |1343   363 |0.82 0.53 0.24|2.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:45| 10   2  87   0   0| 470M   21G 2096k 1462M| 104     0 |   0  1263k|   0  43.0 |1452   462 |0.82 0.53 0.24|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:46| 10   3  87   0   0| 534M   21G 2096k 1489M|  52     0 |   0  1265k|   0  43.0 |1358   398 |0.84 0.54 0.24|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:47| 10   2  88   0   0| 550M   21G 2096k 1497M| 104     0 |   0  1968k|   0  92.0 |1384   462 |0.84 0.54 0.24|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:48| 11   2  87   0   0| 490M   21G 2096k 1467M|  52     0 |   0  4098B|   0  1.00 |1349   346 |0.84 0.54 0.24|2.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:49| 10   3  87   0   0| 466M   21G 2096k 1462M| 104     0 |   0    78M|   0   340 |1705   496 |0.84 0.54 0.24|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:50| 10   2  87   0   0| 536M   21G 2096k 1496M|  52     0 |   0  1588k|   0  52.0 |1332   358 |0.84 0.54 0.24|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:51| 10   3  87   0   0| 540M   21G 2096k 1496M| 104     0 |   0  1890k|   0  78.0 |1456   505 |0.85 0.55 0.25|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:52| 11   2  87   0   0| 490M   21G 2096k 1462M|  52     0 |   0  4094B|   0  1.00 |1338   323 |0.85 0.55 0.25|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:53| 10   3  88   0   0| 446M   21G 2096k 1462M| 104     0 |   0  1263k|   0  44.0 |1425   501 |0.85 0.55 0.25|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:54| 10   2  88   0   0| 578M   21G 2096k 1497M|  52     0 |   0  1261k|   0  42.0 |1270   329 |0.85 0.55 0.25|1.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:55| 10   4  86   0   0| 518M   21G 2096k 1488M| 104     0 |   0    94M|   0   839 |2295   957 |0.85 0.55 0.25|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:56| 11   2  87   0   0| 515M   21G 2096k 1462M|  52     0 |   0    24k|   0  3.00 |1407   350 |0.86 0.56 0.25|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:57| 10   2  87   0   0| 446M   21G 2096k 1461M| 104     0 |   0  5057k|   0   224 |1577   477 |0.86 0.56 0.25|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:58| 10   3  87   0   0| 581M   21G 2096k 1496M|  52     0 |   0  1261k|   0  42.0 |1273   375 |0.86 0.56 0.25|1.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:53:59| 10   3  87   0   0| 513M   21G 2096k 1488M| 104     0 |   0  1244k|   0  41.0 |1392   454 |0.86 0.56 0.25|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:00| 11   2  88   0   0| 507M   21G 2096k 1461M|  52     0 |   0    36k|   0  4.00 |1340   335 |0.86 0.56 0.25|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:01| 10   3  87   0   0| 444M   21G 2096k 1462M| 104     0 |   0  2373k|   0   153 |1490   465 |0.87 0.56 0.26|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:02| 10   2  87   0   0| 581M   21G 2096k 1497M|  52     0 |   0  1263k|   0  43.0 |1308   398 |0.87 0.56 0.26|1.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:03| 10   3  87   0   0| 513M   21G 2096k 1488M| 272    42 |   0  1759k|   0  79.0 |1397   472 |0.87 0.56 0.26|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:04| 11   2  87   0   0| 506M   21G 2096k 1462M|  52     0 |   0  2978k|   0   143 |1451   410 |0.87 0.56 0.26|2.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:05| 10   2  87   0   0| 443M   21G 2096k 1462M| 104     0 |   0  1097k|   0  38.0 |1424   424 |0.87 0.56 0.26|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:06| 10   2  87   0   0| 482M   21G 2096k 1488M|  52     0 |   0  1239k|   0  40.0 |1408   497 |0.80 0.55 0.25|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:07| 10   3  88   0   0| 536M   21G 2096k 1488M| 104     0 |   0   658k|   0  22.0 |1350   538 |0.80 0.55 0.25|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:08| 10   3  87   0   0| 570M   21G 2096k 1488M| 136   144 |   0     0 |   0     0 |2023  1004 |0.80 0.55 0.25|1.0   0  28|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:09| 12   1  87   0   0| 691M   21G 2096k 1488M| 104     0 |   0     0 |   0     0 |1293   529 |0.80 0.55 0.25|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:10| 12   0  87   0   0| 718M   21G 2096k 1488M|  52     0 |   0     0 |   0     0 |1130   180 |0.80 0.55 0.25|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:11| 12   0  87   0   0| 717M   21G 2096k 1489M| 104     0 |   0     0 |   0     0 |1082    82 |0.82 0.56 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:12| 12   0  88   0   0| 725M   21G 2096k 1489M|  52     0 |   0     0 |   0     0 |1090    85 |0.82 0.56 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:13| 13   0  88   0   0| 725M   21G 2096k 1489M| 104     0 |   0     0 |   0     0 |1083    79 |0.82 0.56 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:14| 12   0  87   0   0| 725M   21G 2096k 1489M|  52     0 |   0     0 |   0     0 |1085    83 |0.82 0.56 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:15| 12   0  87   0   0| 725M   21G 2096k 1489M| 104     0 |   0    20k|   0  2.00 |1086    79 |0.82 0.56 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:16| 13   0  87   0   0| 725M   21G 2096k 1489M|  52     0 |   0     0 |   0     0 |1077    69 |0.83 0.57 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:17| 12   0  87   0   0| 725M   21G 2096k 1489M| 104     0 |   0     0 |   0     0 |1079    74 |0.83 0.57 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:18| 13   0  88   0   0| 743M   21G 2096k 1489M| 142    42 |   0     0 |   0     0 |1266   101 |0.83 0.57 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:19| 12   0  87   0   0| 746M   21G 2096k 1489M| 194    90 |   0     0 |   0     0 |1263    93 |0.83 0.57 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:20| 12   0  87   0   0| 750M   21G 2096k 1489M| 142    90 |   0   424k|   0  6.00 |1269   116 |0.83 0.57 0.26|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:21| 12   1  88   0   0| 734M   21G 2096k 1498M| 104     0 |   0    17M|   0  33.0 |1285   279 |0.85 0.58 0.27|2.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:22|  9   3  87   0   0| 534M   21G 2096k 1489M|  52     0 |   0  1030k|   0  34.0 |1429   461 |0.85 0.58 0.27|1.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:23| 10   2  87   0   0| 435M   21G 2096k 1462M| 104     0 |   0  8530k|   0  12.0 |1358   347 |0.85 0.58 0.27|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:24|  1  12  88   0   0| 465M   21G 2096k 1462M|  52     0 |  20k    0 |2.00     0 |2005   486 |0.85 0.58 0.27|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:25|  0  12  87   0   0| 465M   21G 2096k 1462M| 104     0 |   0     0 |   0     0 |1519   303 |0.85 0.58 0.27|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:26| 10   3  87   0   0| 433M   21G 2096k 1476M| 142    90 |   0  1907k|   0   215 |2087  1343 |0.86 0.58 0.27|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:27| 10   2  88   1   0| 433M   21G 2096k 1488M| 104     0 |  36k 8592k|9.00  1636 |3777  5636 |0.86 0.58 0.27|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:28| 11   1  87   0   0| 434M   21G 2096k 1505M|  52     0 |   0  5082k|   0   984 |2746  3573 |0.86 0.58 0.27|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:29| 10   3  87   0   0| 480M   21G 2096k 1545M| 104     0 |   0  7266k|   0   783 |2537  2614 |0.86 0.58 0.27|1.0   0 6.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:30| 12   1  87   0   0| 599M   21G 2096k 1545M|  52     0 |   0  4096B|   0  1.00 |1298   558 |0.86 0.58 0.27|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:31| 12   0  87   0   0| 619M   21G 2096k 1545M| 146    90 |   0     0 |   0     0 |1110   136 |0.87 0.59 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:32| 13   0  87   0   0| 619M   21G 2096k 1545M|  52     0 |   0     0 |   0     0 |1104    95 |0.87 0.59 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:33| 13   0  87   0   0| 626M   21G 2096k 1545M| 271   796 |   0     0 |   0     0 |1230   194 |0.87 0.59 0.28|2.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:34| 13   0  87   0   0| 627M   21G 2096k 1545M|  52   267 |   0   799k|   0  42.1 |1195   189 |0.87 0.59 0.28|3.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:35| 13   0  87   0   0| 627M   21G 2096k 1545M| 104   603 |   0  7905k|   0   383 |1274   214 |0.87 0.59 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:36| 13   0  87   0   0| 627M   21G 2096k 1545M|  52    62 |   0     0 |   0     0 |1075    69 |0.88 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:37| 12   0  87   0   0| 627M   21G 2096k 1545M| 104     0 |   0     0 |   0     0 |1079    73 |0.88 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:38| 12   0  87   0   0| 627M   21G 2096k 1545M|  94    94 |   0     0 |   0     0 |1085    85 |0.88 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:39| 12   0  88   0   0| 643M   21G 2096k 1545M| 104   395 |   0     0 |   0     0 |1081    76 |0.88 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:40| 12   0  87   0   0| 647M   21G 2096k 1545M|  52     0 |   0     0 |   0     0 |1077    71 |0.88 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:41| 13   0  87   0   0| 651M   21G 2096k 1545M| 104     0 |   0     0 |   0     0 |1075    73 |0.89 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:42| 12   0  88   0   0| 635M   21G 2096k 1554M|  52     0 |   0    17M|   0  25.0 |1167   205 |0.89 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:43|  5   7  87   0   0| 468M   21G 2096k 1518M| 103   331 |   0  4071B|   0  0.99 |2378   441 |0.89 0.60 0.28|2.0   0 6.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:44|  0  12  87   0   0| 468M   21G 2096k 1519M|  52     0 |   0     0 |   0     0 |1997   425 |0.89 0.60 0.28|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:45|  2   9  88   0   0| 440M   21G 2096k 1550M| 104     0 |   0  1596k|   0   118 |2286  1237 |0.89 0.60 0.28|2.0   0  16|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:46|  8   2  89   0   0| 437M   21G 2096k 1564M|  52     0 | 220k 1016k|2.00   120 |2314  1237 |0.90 0.61 0.29|1.0   0  14|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:47| 12   1  88   0   0| 438M   21G 2096k 1595M| 104    62 |8192B 1559k|2.00   307 |1705  1247 |0.90 0.61 0.29|1.0   0 5.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:48| 11   1  87   0   0| 439M   21G 2096k 1611M|  52     0 |   0   864k|   0  40.0 |1493   832 |0.90 0.61 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:49| 11   1  88   0   0| 441M   21G 2096k 1628M| 104     0 |   0   791k|   0  48.0 |1570   972 |0.90 0.61 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:50| 11   2  88   0   0| 442M   21G 2096k 1643M|  52     0 |   0   935k|   0  58.0 |1640  1085 |0.90 0.61 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:51| 11   1  87   0   0| 443M   21G 2096k 1655M| 104     0 |   0   940k|   0  56.0 |1613  1061 |0.91 0.62 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:52| 11   2  88   0   0| 445M   21G 2096k 1666M| 194   152 |   0   942k|   0  74.0 |1786  1301 |0.91 0.62 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:53| 11   1  88   0   0| 447M   21G 2096k 1681M| 104     0 |   0  4717k|   0   263 |1712  1161 |0.91 0.62 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:54| 11   2  88   0   0| 449M   21G 2096k 1692M|  52     0 |   0  5630k|   0   277 |1971  1753 |0.91 0.62 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:55| 12   1  87   0   0| 449M   21G 2096k 1722M| 104     0 |   0  1649k|   0   375 |1739  1423 |0.91 0.62 0.29|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:56| 12   0  87   0   0| 450M   21G 2096k 1755M|  52     0 |   0  9614k|   0   348 |1683   215 |0.92 0.62 0.30|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:57| 11   1  88   0   0| 451M   21G 2096k 1781M| 104     0 |8191B 4274k|2.00   853 |2509  3068 |0.92 0.62 0.30|1.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:58| 10   2  88   0   0| 453M   21G 2096k 1793M|  52     0 |8175B 4105k|2.00   681 |2646  3162 |0.92 0.62 0.30|1.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:54:59| 11   2  88   0   0| 453M   21G 2096k 1813M| 104     0 |4105B   10M|1.00  1424 |3420  4684 |0.92 0.62 0.30|1.0   0 4.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:00| 11   1  87   0   0| 454M   21G 2096k 1836M|  52     0 |  20k  755k|5.00  48.0 |1588  1010 |0.92 0.62 0.30|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:01| 12   1  86   0   0| 459M   21G 2096k 1865M| 104     0 |   0    66M|   0  1209 |2129   907 |1.00 0.65 0.31|1.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:02| 11   2  88   0   0| 460M   21G 2096k 1879M|  52   333 |   0  2868k|   0   287 |1961  1724 |1.00 0.65 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:03| 10   2  88   0   0| 461M   21G 2096k 1893M| 272    42 |   0  5980k|   0  1047 |2918  3986 |1.00 0.65 0.31|1.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:04| 12   0  87   0   0| 461M   21G 2096k 1929M|  52     0 |4096B  278k|1.00  46.0 |1152   263 |1.00 0.65 0.31|  0 1.0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:05| 12   0  87   0   0| 461M   21G 2096k 1970M| 104     0 |   0    11M|   0   586 |1489   165 |1.00 0.65 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:06| 12   1  88   0   0| 461M   21G 2096k 2006M|  52     0 |   0   746k|   0   160 |1341   610 |1.00 0.65 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:07|  8   3  89   0   0| 462M   21G 2096k 2023M| 104     0 |   0  2399k|   0   342 |2582  2095 |1.00 0.65 0.31|1.0   0  16|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:08| 10   2  88   0   0| 463M   21G 2096k 2019M| 136   144 |   0  3932k|   0   550 |2261  2323 |1.00 0.65 0.31|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:09| 10   2  88   1   0| 465M   21G 2096k 2026M| 104     0 |   0  7321k|   0  1617 |3625  5534 |1.00 0.65 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:10| 10   2  88   0   0| 467M   21G 2096k 2034M|  52     0 |   0  6190k|   0  1240 |3081  4416 |1.00 0.65 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:11| 11   2  88   0   0| 470M   21G 2096k 2040M| 104     0 |   0  4704k|   0   808 |2404  2873 |1.00 0.66 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:12| 10   2  87   0   0| 472M   21G 2096k 2047M|  52     0 |   0    11M|   0  1446 |3233  4221 |1.00 0.66 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:13| 10   2  88   1   0| 474M   21G 2096k 2054M| 104     0 |   0  6178k|   0  1331 |3373  4711 |1.00 0.66 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:14| 10   2  88   0   0| 476M   21G 2096k 2065M|  52     0 |   0  7105k|   0  1353 |3320  4712 |1.00 0.66 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:15| 10   2  87   0   0| 479M   21G 2096k 2072M| 104     0 |   0  6794k|   0   911 |2636  3174 |1.00 0.66 0.31|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:16| 10   2  87   0   0| 481M   21G 2096k 2080M|  52     0 |   0    43M|   0   859 |2616  2830 |1.00 0.66 0.32|2.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:17| 10   2  88   1   0| 483M   21G 2096k 2091M| 104     0 |   0    17M|   0  1844 |3969  6140 |1.00 0.66 0.32|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:18| 10   2  88   0   0| 485M   21G 2096k 2102M|  52   666 |   0  8767k|   0  1219 |3215  4295 |1.00 0.66 0.32|2.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:19|  9   2  88   0   0| 488M   21G 2096k 2112M| 104   266 |   0  7528k|   0  1499 |3649  5491 |1.00 0.66 0.32|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:20| 11   2  88   0   0| 490M   21G 2096k 2123M|  52   603 |   0  8299k|   0  1243 |2898  4063 |1.00 0.66 0.32|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:21| 10   2  88   0   0| 492M   21G 2096k 2134M| 104    62 |   0  3746k|   0   623 |2483  2849 |1.00 0.67 0.32|1.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:22| 11   3  86   1   0| 500M   21G 2096k 2149M|  52    90 |   0   100M|   0  1797 |3135  3161 |1.00 0.67 0.32|1.0   0 3.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:23| 11   2  88   0   0| 501M   21G 2096k 2165M| 194    42 |   0   857k|   0  54.0 |1799  1049 |1.00 0.67 0.32|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:24|  8   3  88   0   0| 505M   21G 2096k 2199M| 142   513 |   0  4527k|   0   570 |3063  2902 |1.00 0.67 0.32|2.0   0  16|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:25| 10   2  88   0   0| 503M   21G 2096k 2189M| 104    62 |   0  9362k|   0   688 |2623  2384 |1.00 0.67 0.32|1.0   0 6.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:26| 11   2  88   0   0| 505M   21G 2096k 2201M|  52     0 |   0  3958k|   0   591 |2254  2465 |1.00 0.68 0.33|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:27|  8  14  77   0   0| 515M   21G 2096k 2201M| 104     0 | 252k  111M|6.00   663 |  11k   11k|1.00 0.68 0.33|2.0   0 1.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:28| 14  14  71   1   0| 409M   21G 2096k 2201M|1158  8786 |   0  3998k|   0   924 |  15k   19k|1.00 0.68 0.33|1.0   0 2.0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:29| 12  13  76   0   0| 437M   21G 2096k 2195M|  82k 4176 |   0  1906k|   0   228 |  12k   15k|1.00 0.68 0.33|2.0   0 1.9|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:30| 12   1  87   0   0| 479M   21G 2096k 2196M|  52     0 |   0  2770k|   0  22.0 |1209   314 |1.00 0.68 0.33|1.0   0   0|   0     0 |   0     0 |  2    1    0    0    0 
03-03 21:55:31|  3   1  96   0   0| 486M   21G 2096k 2216M|  22M  212k|8193B    0 |2.00     0 |6748  5652 |0.92 0.66 0.32|  0   0 3.0|   0     0 |   0     0 |  2    4    0    0    0 
03-03 21:55:32|  1   1  96   1   0| 492M   21G 2096k 2228M|  12M  113k|   0   106M|   0   656 |4293  3601 |0.92 0.66 0.32|  0   0   0|   0     0 |   0     0 |  2    4    0    0    0 
03-03 21:55:33|  0   0  99   0   0| 492M   21G 2096k 2233M|4864k   47k|   0     0 |   0     0 |1521  1369 |0.92 0.66 0.32|  0   0   0|   0     0 |   0     0 |  2    4    0    0    0 
03-03 21:55:34|  0   0  99   0   0| 492M   21G 2096k 2239M|6888k   63k|   0     0 |   0     0 |2021  1747 |0.92 0.66 0.32|1.0   0   0|   0     0 |   0     0 |  2    4    0    0    0 
03-03 21:55:35|  1   0  98   0   0| 489M   21G 2096k 2248M|9225k   78k|   0    11M|   0   550 |2911  2295 |0.92 0.66 0.32|  0   0   0|   0     0 |   0     0 |  2    4    0    0    0 
03-03 21:55:36|  0   0  99   0   0| 489M   21G 2096k 2251M|3234k   32k|   0     0 |   0     0 |1072   908 |0.85 0.65 0.32|  0   0   0|   0     0 |   0     0 |  2    4    0    0    0 
