----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
     time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo 
03-03 22:41:36| 15   8  76   0   0|7515M 2195M 2096k   13G|  30k   30k|   0   238k|   0  34.0 |  20k   40k|0.06 0.57 1.19|2.0   0 155|   0     0 |   0     0 | 58  610    0  171   12 
03-03 22:41:37|  3   2  96   0   0|7456M 2254M 2096k   13G|  41k   41k|   0   148k|   0  21.0 |2977  3460 |0.06 0.57 1.19|  0   0 8.0|   0     0 |   0     0 | 58  610    0  174   12 
03-03 22:41:38|  2   0  98   0   0|7456M 2254M 2096k   13G|  45k   45k|   0  9216B|   0  2.00 |2078  2876 |0.06 0.57 1.19|  0   0 1.0|   0     0 |   0     0 | 58  614    0  176   10 
03-03 22:41:39|  1   0  99   0   0|7456M 2254M 2096k   13G|  14k   14k|   0   227k|   0  18.0 |1717  2610 |0.05 0.56 1.18|  0   0 4.0|   0     0 |   0     0 | 58  614    0  162   10 
03-03 22:41:40|  1   0  98   0   0|7455M 2255M 2096k   13G|  26k   26k|   0    15k|   0  4.00 |1764  2633 |0.05 0.56 1.18|  0   0 1.0|   0     0 |   0     0 | 58  614    0  164   10 
03-03 22:41:41|  5   2  93   0   0|7456M 2254M 2096k   13G|  37k   37k|   0   226k|   0  25.0 |8613    15k|0.05 0.56 1.18|  0   0  40|   0     0 |   0     0 | 58  614    0  165   10 
03-03 22:41:42|  1   0  98   0   0|7456M 2254M 2096k   13G|  21k   21k|   0   111k|   0  11.0 |1789  2639 |0.05 0.56 1.18|  0   0 1.0|   0     0 |   0     0 | 58  614    0  165   10 
03-03 22:41:43|  2   0  98   0   0|7455M 2255M 2096k   13G|  43k   43k|   0    14k|   0  4.00 |1875  2728 |0.05 0.56 1.18|1.0   0 4.0|   0     0 |   0     0 | 58  614    0  148   10 
03-03 22:41:44|  4   2  93   0   0|7455M 2254M 2096k   13G|  17k   17k|   0   256k|   0  32.0 |8502    14k|0.13 0.57 1.18|1.0   0  42|   0     0 |   0     0 | 58  614    0  154   10 
03-03 22:41:45|  6   2  92   0   0|7452M 2258M 2096k   13G|  13k   13k|   0   130k|   0  18.0 |8503    14k|0.13 0.57 1.18|1.0   0  55|   0     0 |   0     0 | 58  614    0  156   10 
03-03 22:41:46|  2   1  97   0   0|7416M 2294M 2096k   13G|  38k   38k|   0    56k|   0  8.00 |2658  3382 |0.13 0.57 1.18|2.0   0 5.0|   0     0 |   0     0 | 58  614    0  157   10 
03-03 22:41:47|  1   0  98   0   0|7416M 2294M 2096k   13G|  37k   37k|   0    21k|   0  4.00 |1949  2781 |0.13 0.57 1.18|  0   0 4.0|   0     0 |   0     0 | 58  618    0  149    8 
03-03 22:41:48|  1   0  98   0   0|7416M 2294M 2096k   13G|  25k   25k|   0   105k|   0  7.00 |1967  2631 |0.13 0.57 1.18|  0   0 1.0|   0     0 |   0     0 | 58  614    0  152   10 
03-03 22:41:49|  1   1  98   0   0|7463M 2247M 2096k   13G|  23k   23k|   0  1702k|   0   259 |2171  3128 |0.12 0.56 1.18|4.0   0 7.0|   0     0 |   0     0 | 58  614    0  155   10 
03-03 22:41:50|  9   4  86   0   0|7416M 2293M 2096k   13G|  28k   28k|   0   381k|   0  52.0 |  15k   28k|0.12 0.56 1.18|  0   0 121|   0     0 |   0     0 | 58  614    0  159   10 
03-03 22:41:51|  1   0  99   0   0|7416M 2293M 2096k   13G|  37k   37k|   0   112k|   0  11.0 |1752  2641 |0.12 0.56 1.18|  0   0 4.0|   0     0 |   0     0 | 58  614    0  155   10 
03-03 22:41:52|  1   0  98   0   0|7416M 2293M 2096k   13G|  20k   20k|   0   115k|   0  11.0 |1933  2699 |0.12 0.56 1.18|  0   0 1.0|   0     0 |   0     0 | 58  614    0  155   10 
03-03 22:41:53|  2   0  97   0   0|7416M 2293M 2096k   13G|  99k   99k|   0    44k|   0  11.0 |2216  2969 |0.12 0.56 1.18|  0   0 3.0|   0     0 |   0     0 | 58  618    0  159    8 
03-03 22:41:54|  1   0  98   0   0|7416M 2293M 2096k   13G|  16k   16k|   0   112k|   0  11.0 |1889  2739 |0.11 0.55 1.17|  0   0 1.0|   0     0 |   0     0 | 58  618    0  160    8 
03-03 22:41:55|  7   3  90   0   0|7414M 2295M 2096k   13G|  12k   12k|   0   241k|   0  37.0 |  13k   25k|0.11 0.55 1.17|  0   0  88|   0     0 |   0     0 | 58  618    0  151    8 
03-03 22:41:56|  1   0  99   0   0|7414M 2295M 2096k   13G|  17k   18k|   0     0 |   0     0 |1680  2517 |0.11 0.55 1.17|  0   0 1.0|   0     0 |   0     0 | 58  618    0  152    8 
03-03 22:41:57|  1   0  99   0   0|7414M 2295M 2096k   13G|  20k   20k|   0    24k|   0  4.00 |1644  2548 |0.11 0.55 1.17|  0   0 4.0|   0     0 |   0     0 | 58  614    0  153   10 
03-03 22:41:58|  2   0  97   0   0|7415M 2295M 2096k   13G| 101k  101k|   0   112k|   0  11.0 |2209  2973 |0.11 0.55 1.17|  0   0   0|   0     0 |   0     0 | 58  618    0  156    8 
03-03 22:41:59|  1   0  98   0   0|7415M 2294M 2096k   13G|  35k   35k|   0     0 |   0     0 |1810  2625 |0.10 0.54 1.16|  0   0 4.0|   0     0 |   0     0 | 58  618    0  144    8 
03-03 22:42:00|  2   0  98   0   0|7415M 2294M 2096k   13G|  41k   41k|   0    35k|   0  10.0 |2069  2980 |0.10 0.54 1.16|  0   0 1.0|   0     0 |   0     0 | 58  618    0  144    8 
03-03 22:42:01|  2   0  98   0   0|7415M 2295M 2096k   13G|  35k   36k|   0    13k|   0  4.00 |1939  2842 |0.10 0.54 1.16|3.0   0 4.0|   0     0 |   0     0 | 58  618    0  145    8 
03-03 22:42:02|  1   1  99   0   0|7415M 2295M 2096k   13G|  22k   22k|   0  2086k|   0   151 |2044  2832 |0.10 0.54 1.16|  0   0 1.0|   0     0 |   0     0 | 58  618    0  149    8 
03-03 22:42:03|  2   0  98   0   0|7415M 2295M 2096k   13G|  57k   57k|   0    18k|   0  6.00 |2158  2950 |0.10 0.54 1.16|  0   0 4.0|   0     0 |   0     0 | 58  614    0  137   10 
03-03 22:42:04|  2   0  97   0   0|7415M 2295M 2096k   13G|  17k   17k|   0  1232k|   0  37.0 |2029  2836 |0.09 0.53 1.16|  0   0 1.0|   0     0 |   0     0 | 58  614    0  139   10 
03-03 22:42:05|  1   0  99   0   0|7414M 2295M 2096k   13G|  12k   13k|   0    17k|   0  4.00 |1724  2584 |0.09 0.53 1.16|  0   0 6.0|   0     0 |   0     0 | 58  614    0  140   10 
03-03 22:42:06|  1   0  98   0   0|7414M 2296M 2096k   13G|  17k   17k|   0     0 |   0     0 |1665  2497 |0.09 0.53 1.16|  0   0 1.0|   0     0 |   0     0 | 58  614    0  141   10 
03-03 22:42:07|  5   2  92   0   0|7415M 2296M 2096k   13G|  79k   79k|   0   165k|   0  30.0 |9611    17k|0.09 0.53 1.16|  0   0  42|   0     0 |   0     0 | 58  614    0  128   10 
03-03 22:42:08|  3   0  97   0   0|7415M 2296M 2096k   13G| 167k  167k|   0    10k|   0  2.00 |2336  3346 |0.09 0.53 1.16|  0   0 1.0|   0     0 |   0     0 | 58  618    0  132   10 
03-03 22:42:09|  1   0  99   0   0|7415M 2296M 2096k   13G|  23k   24k|   0   496k|   0  20.0 |1713  2670 |0.08 0.52 1.15|  0   0 4.0|   0     0 |   0     0 | 58  618    0  135   10 
03-03 22:42:10| 26  10  62   0   0|7558M 2151M 2096k   13G|  35k   36k|   0   516k|   0  76.0 |  29k   58k|0.08 0.52 1.15|2.0   0 353|   0     0 |   0     0 | 59  622    0  143   10 
03-03 22:42:11|  2   1  98   0   0|7457M 2253M 2096k   13G|  36k   36k|   0   185k|   0  20.0 |2471  3510 |0.08 0.52 1.15|  0   0 6.0|   0     0 |   0     0 | 58  618    0  135   10 
03-03 22:42:12|  2   0  98   0   0|7456M 2253M 2096k   13G|  21k   21k|   0   112k|   0  11.0 |2072  3209 |0.08 0.52 1.15|  0   0   0|   0     0 |   0     0 | 58  618    0  138   10 
03-03 22:42:13|  1   1  98   0   0|7457M 2253M 2096k   13G|  43k   43k|   0    14k|   0  4.00 |1853  2649 |0.08 0.52 1.15|  0   0 4.0|   0     0 |   0     0 | 58  618    0  139   10 
03-03 22:42:14|  1   0  98   0   0|7456M 2254M 2096k   13G|  15k   15k|   0   110k|   0  11.0 |1819  2650 |0.08 0.51 1.14|  0   0 1.0|   0     0 |   0     0 | 58  618    0  140   10 
03-03 22:42:15|  1   0  98   0   0|7456M 2254M 2096k   13G|  17k   17k|   0    14k|   0  4.00 |1856  2653 |0.08 0.51 1.14|  0   0 6.0|   0     0 |   0     0 | 58  618    0  128   10 
03-03 22:42:16|  9   5  86   0   0|7456M 2254M 2096k   13G|  18k   18k|   0   344k|   0  53.0 |  17k   31k|0.08 0.51 1.14|  0   0 137|   0     0 |   0     0 | 58  618    0  132   10 
03-03 22:42:17|  2   0  98   0   0|7455M 2254M 2096k   13G|  38k   39k|   0    20k|   0  4.00 |2044  2916 |0.08 0.51 1.14|  0   0 4.0|   0     0 |   0     0 | 58  622    0  135    8 
03-03 22:42:18|  1   0  98   0   0|7455M 2255M 2096k   13G|  25k   25k|   0   103k|   0  7.00 |2013  2740 |0.08 0.51 1.14|  0   0 1.0|   0     0 |   0     0 | 58  614    0  140   12 
03-03 22:42:19|  1   0  99   0   0|7455M 2254M 2096k   13G|  13k   13k|   0    13k|   0  4.00 |1714  2536 |0.07 0.50 1.14|  0   0 4.0|   0     0 |   0     0 | 58  614    0  143   12 
03-03 22:42:20| 17   8  74   0   0|7456M 2253M 2096k   13G|  31k   31k|   0  2538k|   0   364 |  24k   44k|0.07 0.50 1.14|3.0   0 183|   0     0 |   0     0 | 58  614    0  143   12 
03-03 22:42:21|  1   0  98   0   0|7455M 2253M 2096k   13G|  35k   35k|   0   125k|   0  15.0 |1691  2546 |0.07 0.50 1.14|  0   0 4.0|   0     0 |   0     0 | 58  614    0  147   12 
03-03 22:42:22|  1   0  99   0   0|7455M 2253M 2096k   13G|  21k   21k|   0   111k|   0  11.0 |1947  2741 |0.07 0.50 1.14|2.0   0 1.0|   0     0 |   0     0 | 58  614    0  149   12 
03-03 22:42:23|  2   1  98   0   0|7455M 2253M 2096k   13G|  55k   55k|   0    18k|   0  4.00 |2033  2806 |0.07 0.50 1.14|1.0   0 4.0|   0     0 |   0     0 | 58  618    0  151   10 
03-03 22:42:24|  1   0  98   0   0|7455M 2253M 2096k   13G|  15k   15k|   0   111k|   0  11.0 |1751  2548 |0.07 0.49 1.13|  0   0   0|   0     0 |   0     0 | 58  618    0  142   10 
03-03 22:42:25| 14   7  79   0   0|7457M 2251M 2096k   13G|  16k   17k|   0   635k|   0  89.0 |  19k   33k|0.07 0.49 1.13|  0   0 143|   0     0 |   0     0 | 58  618    0  144   10 
03-03 22:42:26|  1   0  98   0   0|7457M 2251M 2096k   13G|  16k   16k|   0     0 |   0     0 |1562  2250 |0.07 0.49 1.13|  0   0 1.0|   0     0 |   0     0 | 58  618    0  145   10 
03-03 22:42:27|  1   1  99   0   0|7457M 2252M 2096k   13G|  20k   21k|   0    24k|   0  4.00 |1674  2465 |0.07 0.49 1.13|  0   0 4.0|   0     0 |   0     0 | 58  614    0  147   12 
03-03 22:42:28|  9   3  87   0   0|7456M 2252M 2096k   13G|  26k   26k|   0   348k|   0  44.0 |  16k   27k|0.07 0.49 1.13|  0   0  93|   0     0 |   0     0 | 58  614    0  143   12 
03-03 22:42:29|  1   0  98   0   0|7456M 2252M 2096k   13G|  21k   22k|   0    13k|   0  4.00 |1721  2539 |0.06 0.49 1.12|  0   0 4.0|   0     0 |   0     0 | 58  614    0  146   12 
03-03 22:42:30|  2   0  98   0   0|7456M 2252M 2096k   13G|  43k   43k|   0    39k|   0  8.00 |2032  2844 |0.06 0.49 1.12|1.0   0 1.0|   0     0 |   0     0 | 58  614    0  151   12 
03-03 22:42:31|  1   0  98   0   0|7456M 2252M 2096k   13G|  35k   35k|   0    21k|   0  5.00 |1902  2747 |0.06 0.49 1.12|  0   0 3.0|   0     0 |   0     0 | 58  614    0  154   12 
03-03 22:42:32|  1   0  98   0   0|7456M 2252M 2096k   13G|  21k   21k|   0  3294k|   0   197 |2025  2850 |0.06 0.49 1.12|1.0   0 1.0|   0     0 |   0     0 | 58  614    0  146   12 
03-03 22:42:33|  1   0  98   0   0|7456M 2252M 2096k   13G|  58k   58k|   0    18k|   0  6.00 |2191  2961 |0.06 0.49 1.12|  0   0 4.0|   0     0 |   0     0 | 58  610    0  147   14 
03-03 22:42:34|  7   4  88   0   0|7461M 2247M 2096k   13G|  17k   17k|   0   443k|   0  49.0 |  13k   23k|0.30 0.53 1.13|  0   0  95|   0     0 |   0     0 | 58  610    0  152   14 
03-03 22:42:35|  1   0  98   0   0|7461M 2247M 2096k   13G|  24k   24k|   0    28k|   0  6.00 |1643  2539 |0.30 0.53 1.13|  0   0 6.0|   0     0 |   0     0 | 58  610    0  155   14 
03-03 22:42:36|  1   0  99   0   0|7461M 2249M 2096k   13G|  16k   16k|   0     0 |   0     0 |1657  2520 |0.30 0.53 1.13|  0   0 1.0|   0     0 |   0     0 | 58  610    0  148   14 
03-03 22:42:37|  6   5  90   0   0|7461M 2248M 2096k   13G|  42k   42k|   0    21k|   0  6.00 |3338  5784 |0.30 0.53 1.13|1.0   0  40|   0     0 |   0     0 | 58  610    0  151   14 
03-03 22:42:38|  2   0  98   0   0|7461M 2249M 2096k   13G|  43k   43k|   0  9218B|   0  2.00 |2105  2780 |0.30 0.53 1.13|1.0   0 1.0|   0     0 |   0     0 | 58  614    0  154   12 
03-03 22:42:39| 18   8  73   0   0|7497M 2212M 2096k   13G|  13k   13k|   0   740k|   0  92.9 |  29k   50k|0.51 0.57 1.14|  0   0 204|   0     0 |   0     0 | 58  614    0  158   12 
03-03 22:42:40|  1   0  98   0   0|7498M 2211M 2096k   13G|  28k   28k|   0    15k|   0  4.00 |1943  2742 |0.51 0.57 1.14|  0   0 1.0|   0     0 |   0     0 | 58  614    0  149   12 
03-03 22:42:41|  2   0  98   0   0|7498M 2211M 2096k   13G|  35k   36k|   0   202k|   0  26.0 |1843  2787 |0.51 0.57 1.14|  0   0 4.0|   0     0 |   0     0 | 58  614    0  152   12 
03-03 22:42:42|  1   0  98   0   0|7498M 2211M 2096k   13G|  21k   21k|   0   111k|   0  11.0 |1723  2696 |0.51 0.57 1.14|  0   0 1.0|   0     0 |   0     0 | 58  614    0  154   12 
03-03 22:42:43|  1   0  98   0   0|7498M 2211M 2096k   13G|  41k   41k|   0    13k|   0  4.00 |1839  2702 |0.51 0.57 1.14|  0   0 4.0|   0     0 |   0     0 | 58  614    0  158   12 
03-03 22:42:44|  1   0  98   0   0|7498M 2211M 2096k   13G|  33k   33k|   0   112k|   0  11.0 |1897  2783 |0.47 0.56 1.14|  0   0 1.0|   0     0 |   0     0 | 58  614    0  152   12 
03-03 22:42:45|  1   0  98   0   0|7498M 2211M 2096k   13G|  14k   14k|   0    13k|   0  4.00 |1697  2566 |0.47 0.56 1.14|  0   0 6.0|   0     0 |   0     0 | 58  614    0  153   12 
03-03 22:42:46|  2   0  98   0   0|7498M 2210M 2096k   13G|  33k   33k|   0     0 |   0     0 |1822  2758 |0.47 0.56 1.14|  0   0 1.0|   0     0 |   0     0 | 58  614    0  154   12 
03-03 22:42:47|  2   1  97   0   0|7499M 2210M 2096k   13G|  96k   96k|   0    19k|   0  4.00 |2254  3154 |0.47 0.56 1.14|  0   0 4.0|   0     0 |   0     0 | 58  622    0  156    8 
03-03 22:42:48|  1   0  98   0   0|7499M 2210M 2096k   13G|  25k   25k|   0   168k|   0  9.00 |1990  2746 |0.47 0.56 1.14|1.0   0 1.0|   0     0 |   0     0 | 58  618    0  152   10 
03-03 22:42:49|  2   1  97   0   0|7532M 2177M 2096k   13G|  22k   22k|   0    13k|   0  4.00 |6562    12k|0.43 0.55 1.13|  0   0  18|   0     0 |   0     0 | 58  618    0  155   10 
03-03 22:42:50|  4   1  94   0   0|7501M 2208M 2096k   13G|  28k   28k|   0   125k|   0  21.0 |4648  6915 |0.43 0.55 1.13|1.0   0  27|   0     0 |   0     0 | 58  618    0  157   10 
03-03 22:42:51|  2   0  98   0   0|7501M 2207M 2096k   13G|  36k   36k|   0  1969k|   0   268 |1993  2732 |0.43 0.55 1.13|  0   0 4.0|   0     0 |   0     0 | 58  618    0  159   10 
03-03 22:42:52|  1   0  98   0   0|7501M 2207M 2096k   13G|  24k   24k|   0   100k|   0  7.00 |1981  2781 |0.43 0.55 1.13|  0   0 1.0|   0     0 |   0     0 | 58  618    0  152   10 
03-03 22:42:53|  2   0  97   0   0|7501M 2207M 2096k   13G| 105k  105k|   0    28k|   0  6.00 |2358  3156 |0.43 0.55 1.13|  0   0 3.0|   0     0 |   0     0 | 58  622    0  157    8 
03-03 22:42:54|  2   0  98   0   0|7501M 2207M 2096k   13G|  14k   15k|   0   113k|   0  11.0 |1967  2909 |0.40 0.54 1.13|  0   0 1.0|   0     0 |   0     0 | 58  622    0  157    8 
03-03 22:42:55|  6   2  92   0   0|7462M 2247M 2096k   13G|  13k   13k|   0   181k|   0  31.0 |9820    17k|0.40 0.54 1.13|  0   0  45|   0     0 |   0     0 | 58  622    0  158    8 
03-03 22:42:56|  1   1  98   0   0|7462M 2247M 2096k   13G|  44k   45k|   0   100k|   0  9.00 |1878  2708 |0.40 0.54 1.13|  0   0   0|   0     0 |   0     0 | 58  622    0  150    8 
03-03 22:42:57|  1   0  98   0   0|7462M 2247M 2096k   13G|  20k   20k|   0    24k|   0  4.00 |1813  2680 |0.40 0.54 1.13|1.0   0 4.0|   0     0 |   0     0 | 58  614    0  152   12 
03-03 22:42:58|  2   0  98   0   0|7462M 2247M 2096k   13G|  27k   27k|   0   110k|   0  11.0 |1856  2709 |0.40 0.54 1.13|  0   0 1.0|   0     0 |   0     0 | 58  614    0  154   12 
03-03 22:42:59|  1   0  98   0   0|7462M 2247M 2096k   13G|  33k   33k|   0    14k|   0  4.00 |1815  2618 |0.37 0.53 1.12|  0   0 4.0|   0     0 |   0     0 | 58  614    0  156   12 
03-03 22:43:00| 12   6  80   0   0|7463M 2246M 2096k   13G| 165k  165k|   0   375k|   0  58.0 |  18k   32k|0.37 0.53 1.12|1.0   0 131|   0     0 |   0     0 | 58  622    0  160   10 
03-03 22:43:01|  2   0  98   0   0|7462M 2246M 2096k   13G|  36k   36k|   0  1232k|   0   200 |2130  2919 |0.37 0.53 1.12|  0   0 3.0|   0     0 |   0     0 | 58  622    0  156   10 
03-03 22:43:02|  1   0  98   0   0|7462M 2246M 2096k   13G|  22k   22k|   0  1040k|   0  32.0 |1973  2882 |0.37 0.53 1.12|  0   0   0|   0     0 |   0     0 | 58  622    0  164   10 
03-03 22:43:03|  2   1  97   0   0|7462M 2246M 2096k   13G|  77k   77k|   0  1780k|   0   142 |2385  3094 |0.37 0.53 1.12|  0   0 4.0|   0     0 |   0     0 | 58  618    0  166   12 
03-03 22:43:04|  2   0  98   0   0|7462M 2246M 2096k   13G|  15k   15k|   0   197k|   0  10.0 |1857  2771 |0.34 0.52 1.11|  0   0 1.0|   0     0 |   0     0 | 58  618    0  171   12 
03-03 22:43:05|  9   4  86   0   0|7462M 2246M 2096k   13G|  14k   14k|   0   360k|   0  57.0 |  19k   35k|0.34 0.52 1.11|  0   0 111|   0     0 |   0     0 | 58  618    0  163   12 
03-03 22:43:06|  1   0  98   0   0|7463M 2246M 2096k   13G|  17k   17k|   0    14k|   0  4.00 |1602  2482 |0.34 0.52 1.11|  0   0 1.0|   0     0 |   0     0 | 58  618    0  166   12 
03-03 22:43:07|  2   1  97   0   0|7463M 2247M 2096k   13G|  60k   60k|   0    39k|   0  14.0 |2297  3296 |0.34 0.52 1.11|  0   0 4.0|   0     0 |   0     0 | 58  618    0  167   12 
03-03 22:43:08|  2   0  97   0   0|7462M 2247M 2096k   13G|  44k   44k|   0    11k|   0  2.00 |2180  2971 |0.34 0.52 1.11|  0   0 1.0|   0     0 |   0     0 | 58  622    0  169   10 
03-03 22:43:09|  1   0  99   0   0|7463M 2246M 2096k   13G|  22k   22k|   0   497k|   0  20.0 |1857  2732 |0.31 0.51 1.11|  0   0 4.0|   0     0 |   0     0 | 58  622    0  161   10 
03-03 22:43:10|  6   2  91   0   0|7424M 2285M 2096k   13G|  41k   42k|   0   195k|   0  35.0 |  11k   17k|0.31 0.51 1.11|  0   0  49|   0     0 |   0     0 | 58  618    0  164   12 
03-03 22:43:11|  2   0  98   0   0|7424M 2286M 2096k   13G|  36k   36k|   0    23k|   0  4.00 |1879  2641 |0.31 0.51 1.11|  0   0 4.0|   0     0 |   0     0 | 58  614    0  165   14 
03-03 22:43:12|  1   0  98   0   0|7424M 2286M 2096k   13G|  30k   30k|   0   178k|   0  12.0 |1813  2704 |0.31 0.51 1.11|3.0   0   0|   0     0 |   0     0 | 58  614    0  170   14 
03-03 22:43:13|  1   0  98   0   0|7424M 2286M 2096k   13G|  42k   42k|   0    14k|   0  4.00 |1743  2572 |0.31 0.51 1.11|  0   0 3.0|   0     0 |   0     0 | 58  614    0  157   14 
03-03 22:43:14|  1   0  99   0   0|7424M 2286M 2096k   13G|  16k   16k|   0   110k|   0  11.0 |1852  2642 |0.28 0.50 1.10|  0   0 1.0|   0     0 |   0     0 | 58  614    0  160   14 
03-03 22:43:15|  1   0  98   0   0|7424M 2286M 2096k   13G|  13k   13k|   0    13k|   0  4.00 |1716  2595 |0.28 0.50 1.10|  0   0 6.0|   0     0 |   0     0 | 58  614    0  161   14 
03-03 22:43:16|  1   0  98   0   0|7424M 2286M 2096k   13G|  17k   17k|   0  1120k|   0   176 |1743  2495 |0.28 0.50 1.10|  0   0 1.0|   0     0 |   0     0 | 58  614    0  163   14 
03-03 22:43:17|  2   0  98   0   0|7424M 2286M 2096k   13G|  39k   39k|   0    22k|   0  4.00 |2063  2944 |0.28 0.50 1.10|  0   0 4.0|   0     0 |   0     0 | 58  618    0  156   12 
03-03 22:43:18|  2   0  98   0   0|7424M 2286M 2096k   13G|  24k   24k|   0   102k|   0  7.00 |1994  2825 |0.28 0.50 1.10|  0   0   0|   0     0 |   0     0 | 58  614    0  156   14 
03-03 22:43:19|  1   0  99   0   0|7424M 2286M 2096k   13G|  14k   14k|   0    14k|   0  4.00 |1757  2629 |0.26 0.50 1.09|  0   0 4.0|   0     0 |   0     0 | 58  614    0  159   14 
03-03 22:43:20|  1   0  98   0   0|7424M 2286M 2096k   13G|  27k   27k|   0    13k|   0  4.00 |1791  2637 |0.26 0.50 1.09|  0   0 1.0|   0     0 |   0     0 | 58  614    0  161   14 
03-03 22:43:21|  1   0  98   0   0|7424M 2286M 2096k   13G|  55k   55k|   0   113k|   0  11.0 |1890  2877 |0.26 0.50 1.09|  0   0 4.0|   0     0 |   0     0 | 58  614    0  148   14 
03-03 22:43:22|  8   3  88   0   0|7424M 2285M 2096k   13G|  23k   24k|   0   344k|   0  47.0 |  11k   22k|0.26 0.50 1.09|  0   0  83|   0     0 |   0     0 | 58  614    0  154   14 
03-03 22:43:23|  2   0  97   0   0|7424M 2286M 2096k   13G|  58k   59k|   0    33k|   0  4.00 |1968  2761 |0.26 0.50 1.09|  0   0 4.0|   0     0 |   0     0 | 58  618    0  157   12 
03-03 22:43:24|  2   0  98   0   0|7424M 2286M 2096k   13G|  16k   16k|   0   112k|   0  11.0 |1779  2604 |0.32 0.50 1.09|  0   0 1.0|   0     0 |   0     0 | 58  618    0  157   12 
03-03 22:43:25|  1   0  98   0   0|7424M 2286M 2096k   13G|  13k   13k|   0    13k|   0  4.00 |1601  2372 |0.32 0.50 1.09|  0   0 6.0|   0     0 |   0     0 | 58  618    0  150   12 
03-03 22:43:26|  1   0  99   0   0|7424M 2285M 2096k   13G|  17k   17k|   0     0 |   0     0 |1704  2513 |0.32 0.50 1.09|  0   0   0|   0     0 |   0     0 | 58  618    0  153   12 
03-03 22:43:27|  6   3  90   0   0|7460M 2248M 2096k   13G|  20k   20k|   0   190k|   0  32.0 |  13k   25k|0.32 0.50 1.09|2.0   0  83|   0     0 |   0     0 | 58  614    0  156   14 
03-03 22:43:28|  1   0  98   0   0|7460M 2248M 2096k   13G|  25k   25k|   0   122k|   0  13.0 |1861  2603 |0.32 0.50 1.09|1.0   0 2.0|   0     0 |   0     0 | 58  614    0  161   14 
03-03 22:43:29|  5   2  93   0   0|7422M 2287M 2096k   13G|  25k   26k|   0   164k|   0  25.0 |8695    14k|0.29 0.50 1.09|  0   0  40|   0     0 |   0     0 | 58  614    0  152   14 
03-03 22:43:30|  2   0  98   0   0|7422M 2287M 2096k   13G|  43k   43k|   0    26k|   0  6.00 |1983  2822 |0.29 0.50 1.09|  0   0 1.0|   0     0 |   0     0 | 58  614    0  157   14 
03-03 22:43:31|  1   0  98   0   0|7422M 2287M 2096k   13G|  36k   36k|   0    24k|   0  8.00 |1892  2735 |0.29 0.50 1.09|  0   0 3.0|   0     0 |   0     0 | 58  614    0  161   14 
03-03 22:43:32|  1   0  98   0   0|7422M 2287M 2096k   13G|  23k   23k|   0   271k|   0  15.0 |1959  2764 |0.29 0.50 1.09|  0   0 1.0|   0     0 |   0     0 | 58  614    0  162   14 
03-03 22:43:33|  2   0  98   0   0|7422M 2287M 2096k   13G|  56k   56k|   0  1575k|   0   128 |2174  2987 |0.29 0.50 1.09|  0   0 4.0|   0     0 |   0     0 | 58  610    0  152   16 
03-03 22:43:34|  2   0  98   0   0|7422M 2287M 2096k   13G|  16k   16k|   0  1327k|   0  29.0 |1930  2857 |0.27 0.49 1.08|  0   0 1.0|   0     0 |   0     0 | 58  610    0  155   16 
